PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9051,Food Service Managers,detailed,2580,12.3,2.313,1.58,30.61,63660,4.1,15.75,21.52,29.35,37.58,45.74,32750,44770,61060,78170,95140,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9061,Funeral Service Managers,detailed,30,36.1,0.03,0.51,44.97,93540,26,21.4,24.02,33.77,82.45,95.26,44520,49960,70240,171500,198140,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9081,Lodging Managers,detailed,470,26.2,0.417,1.62,41.15,85590,4.9,26.7,29.91,36.67,47.76,59.83,55530,62210,76270,99350,124450,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9111,Medical and Health Services Managers,detailed,2170,7.6,1.941,0.8,76.56,159250,6.9,34.49,50.03,70.33,93.62,#,71740,104060,146280,194730,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9121,Natural Sciences Managers,detailed,1130,8.3,1.016,2.58,90.95,189180,6.3,51.62,61.92,77.84,#,#,107360,128800,161900,#,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9141,"Property, Real Estate, and Community Association Managers",detailed,2350,10.7,2.101,1.6,53.77,111840,6.2,18.28,31.67,46.49,70.25,95.96,38010,65870,96700,146130,199600,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9161,Emergency Management Directors,detailed,230,6.4,0.209,3.12,67.29,139960,3.6,42.85,51,66.15,78.5,95.38,89120,106070,137600,163270,198400,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",11-9199,"Managers, All Other",detailed,7350,5.8,6.587,2.18,79.66,165700,2.5,42.46,56.61,73.89,94.2,#,88310,117750,153680,195940,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,108740,2.1,97.399,1.86,48.84,101590,1.2,25.28,31.81,42.72,58.34,79.38,52570,66160,88860,121350,165110,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1020,Buyers and Purchasing Agents,detailed,3590,7.1,3.218,1.11,37.74,78490,2,21.17,27.97,36.34,47.23,57.8,44040,58180,75580,98250,120230,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1980,19.8,1.772,0.9,41.93,87220,2.5,23.98,30.44,41.96,52.16,60.85,49880,63320,87280,108500,126560,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1032,"Insurance Appraisers, Auto Damage",detailed,260,43.5,0.237,2.09,34.28,71290,4.4,23.57,27.27,32.61,41.17,47.9,49020,56730,67830,85630,99640,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1041,Compliance Officers,detailed,3610,5.3,3.235,1.61,42.64,88680,1.7,26.59,33.81,42.95,49.42,59.96,55320,70330,89340,102800,124720,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1051,Cost Estimators,detailed,1600,9.3,1.432,0.97,46.14,95970,3,26.6,33.03,41.7,56.42,74.36,55320,68700,86730,117350,154670,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1071,Human Resources Specialists,detailed,6810,4.7,6.101,1.57,44.22,91970,1.4,24.93,31.63,41.47,53.54,69.18,51860,65780,86250,111360,143890,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1075,Labor Relations Specialists,detailed,730,17.1,0.653,1.18,39.42,81990,10.4,25.77,28.12,35.7,49.27,60.81,53610,58500,74250,102480,126490,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1081,Logisticians,detailed,1400,9.5,1.254,1.12,41.47,86250,2.4,27.22,32.16,38.14,47.49,63.31,56620,66900,79330,98780,131680,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1111,Management Analysts,detailed,10850,5.6,9.715,2.1,58.55,121790,3.9,28.66,36.64,48.78,69.37,#,59600,76210,101460,144290,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1121,"Meeting, Convention, and Event Planners",detailed,1410,8.7,1.267,1.76,34.67,72120,5.4,17.11,23.51,30.52,41.86,55.48,35590,48900,63470,87070,115390,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1131,Fundraisers,detailed,1520,10,1.365,2.67,31.67,65880,7.1,14.53,19.05,27.91,39.62,55.12,30210,39620,58050,82400,114650,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1110,14.3,0.993,1.76,42.12,87600,2.7,27.54,33.13,39.05,49.58,62.75,57280,68910,81220,103130,130520,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1151,Training and Development Specialists,detailed,3070,10,2.751,1.4,41.01,85290,1.6,17.57,30.05,40.4,53.04,62.67,36540,62490,84030,110310,130350,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1161,Market Research Analysts and Marketing Specialists,detailed,15350,13.8,13.75,3.29,46.59,96910,2.9,25.79,30.82,41.74,59.45,76.08,53630,64100,86820,123660,158240,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-1199,"Business Operations Specialists, All Other",detailed,17720,3.5,15.87,2.26,47.41,98600,2.8,25.42,32.02,42.22,57.96,75.93,52870,66610,87820,120560,157930,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2011,Accountants and Auditors,detailed,15310,5.7,13.717,1.58,44.32,92190,1.4,26.79,32.22,40.82,50.87,67.67,55720,67020,84910,105800,140740,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2021,Appraisers and Assessors of Real Estate,detailed,180,36,0.162,0.39,47.8,99420,7.5,21.31,30.16,46.18,61.15,76.26,44330,62730,96040,127180,158620,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2031,Budget Analysts,detailed,560,8,0.506,1.32,46.56,96840,2.3,31.08,37.35,45.82,54.71,63.43,64640,77690,95310,113790,131940,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2041,Credit Analysts,detailed,990,12.4,0.89,1.69,57.27,119110,5.1,25.99,34.24,50.35,71.72,96.95,54070,71220,104720,149180,201660,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2051,Financial Analysts,detailed,7460,6.4,6.683,3.24,64.89,134980,3.4,32.24,39.91,52.4,78.71,#,67060,83020,108990,163710,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2052,Personal Financial Advisors,detailed,4510,10.4,4.042,2.87,80.8,168060,5.2,26.54,38.96,71.95,#,#,55210,81050,149660,#,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2053,Insurance Underwriters,detailed,840,34.8,0.755,1.2,46.6,96930,2.5,25.53,32.44,43.38,58.28,73.95,53110,67470,90230,121230,153820,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2061,Financial Examiners,detailed,950,6.6,0.852,2.31,61.26,127410,12.5,32.05,41.42,57.89,77.28,99.31,66670,86160,120410,160750,206560,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2071,Credit Counselors,detailed,150,30.1,0.133,0.53,25.93,53940,4.6,16.54,19.47,23.58,29.73,39.49,34400,40500,49040,61840,82150,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2072,Loan Officers,detailed,3090,16,2.769,1.28,41.06,85410,4.4,15.46,22.07,31.13,49.62,82.61,32160,45900,64740,103200,171830,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,270,1.4,0.241,0.61,43.81,91120,2.3,29.42,35.52,41.75,54.17,59.46,61190,73880,86830,112670,123670,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2082,Tax Preparers,detailed,1160,20.1,1.035,2.15,35.48,73790,7.7,17.5,23.53,30.7,47.24,58.53,36390,48950,63860,98250,121750,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2099,"Financial Specialists, All Other",detailed,2120,14.7,1.903,2.15,48.99,101900,5.6,24.4,30.85,44.62,60.18,80.9,50740,64160,92820,125170,168280,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,major,93670,4,83.902,2.81,60.04,124880,2.5,31.87,42.96,57.72,73.38,90.12,66280,89370,120050,152620,187450,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1111,Computer and Information Research Scientists,detailed,990,31,0.888,4.54,62.31,129600,8.7,13.9,45.59,63.06,80.53,96.65,28920,94830,131170,167500,201020,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1121,Computer Systems Analysts,detailed,11450,11.8,10.26,2.51,58.84,122380,1.8,37.73,45.82,56.69,69.7,81.76,78480,95300,117920,144980,170060,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1122,Information Security Analysts,detailed,1650,22.5,1.481,2.01,55.4,115240,1.5,28.65,41.84,55.91,69.89,80.74,59600,87030,116280,145370,167940,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1131,Computer Programmers,detailed,4600,10.4,4.121,2.37,50.91,105890,2.8,28.39,40.35,50.8,62.33,75.93,59050,83920,105660,129640,157930,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1132,"Software Developers, Applications",detailed,30120,9.6,26.983,4.53,70.96,147590,5.7,40.55,52.91,66.36,79.98,#,84340,110060,138040,166350,#,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1133,"Software Developers, Systems Software",detailed,11200,10.6,10.033,3.62,66.39,138080,1.4,43.1,52.91,65.46,77.7,92.88,89640,110040,136150,161610,193190,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1134,Web Developers,detailed,3870,7.2,3.463,3.92,54.76,113910,2.2,31.33,40.9,53.77,68.58,79.69,65160,85080,111840,142640,165760,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1141,Database Administrators,detailed,1640,14.9,1.465,1.84,51.29,106680,1.6,30.87,38.06,51.56,63.95,75.19,64220,79160,107240,133030,156390,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1142,Network and Computer Systems Administrators,detailed,4740,7.7,4.246,1.61,53.57,111420,3.6,29.57,39.78,51.49,68.26,78.8,61510,82740,107100,141970,163910,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1143,Computer Network Architects,detailed,2630,17.9,2.356,2.13,63.12,131290,3.2,33.86,49.21,64.08,77.03,91.79,70430,102350,133280,160210,190920,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1151,Computer User Support Specialists,detailed,8500,7.3,7.613,1.77,35.11,73020,1.7,20.01,27.32,34.16,43.08,50.45,41610,56830,71050,89610,104930,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1152,Computer Network Support Specialists,detailed,1690,13.8,1.516,1.16,39.13,81390,2.2,21.89,30.09,37.21,48.93,59.57,45530,62590,77390,101780,123900,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1199,"Computer Occupations, All Other",detailed,7790,8.9,6.976,3.15,56.91,118380,1.6,29.3,39.95,54.45,70.03,86.8,60950,83100,113270,145660,180530,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2011,Actuaries,detailed,300,40.1,0.271,2.01,63.82,132750,7.4,32.19,43.77,64.08,76.46,93.47,66960,91040,133280,159030,194410,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2021,Mathematicians,detailed,110,42.9,0.102,5.32,58.38,121420,4.4,38.9,54.09,60.08,67.3,76.59,80920,112500,124960,139970,159310,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2031,Operations Research Analysts,detailed,1540,10.7,1.384,1.86,54.02,112360,2.9,30.83,38.82,53.16,67.16,82.6,64120,80750,110570,139690,171810,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2041,Statisticians,detailed,820,7.7,0.738,2.88,58.56,121800,5.1,34.73,43.84,57.71,72.75,86.66,72240,91180,120040,151330,180260,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-0000,Architecture and Engineering Occupations,major,23940,4.6,21.446,1.21,51.54,107200,1.9,28.52,36.12,49.19,64.34,78.6,59320,75120,102310,133840,163480,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1011,"Architects, Except Landscape and Naval",detailed,3110,8.7,2.787,3.85,47.31,98410,3.3,31.12,35.76,44.62,57.78,70.43,64730,74380,92810,120190,146490,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1012,Landscape Architects,detailed,110,19.6,0.095,0.71,45.7,95070,4.1,27.51,31.79,46.08,56.15,64.25,57220,66120,95850,116800,133640,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1021,Cartographers and Photogrammetrists,detailed,160,47.4,0.147,1.83,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1022,Surveyors,detailed,160,33.5,0.143,0.47,42.79,89010,3.4,27.81,35.68,43.75,49.72,58.33,57850,74210,91010,103410,121320,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2031,Biomedical Engineers,detailed,400,8.1,0.36,2.55,43.66,90820,7.4,24.81,34.28,43.95,53.17,61.05,51590,71310,91410,110600,126980,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2041,Chemical Engineers,detailed,250,14.5,0.226,0.96,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2051,Civil Engineers,detailed,4120,12.6,3.695,1.76,55.59,115630,2.3,34.02,41.37,53.36,67.63,84.1,70770,86060,110980,140670,174930,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2061,Computer Hardware Engineers,detailed,2200,30.7,1.97,4.21,70.86,147380,1.8,43.99,54.68,68.72,81.03,98.9,91510,113730,142940,168550,205710,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2071,Electrical Engineers,detailed,1740,25.2,1.557,1.21,58.07,120780,3,36,46.55,58.86,70.66,78.97,74880,96820,122420,146970,164260,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2072,"Electronics Engineers, Except Computer",detailed,1290,23.3,1.157,1.22,59.26,123250,1.9,40.3,47.08,57.97,70.92,81.45,83820,97920,120570,147520,169420,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2081,Environmental Engineers,detailed,750,22.3,0.673,1.82,50.76,105580,4.9,32.76,39.33,52.01,61.06,64.41,68140,81800,108180,127010,133970,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,150,25.5,0.135,0.73,55.09,114580,5.3,35.99,44.97,54.9,62.29,71.4,74860,93540,114180,129560,148510,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2112,Industrial Engineers,detailed,930,8.2,0.834,0.45,56.03,116540,2.1,36.84,46.31,56.62,65.2,76.83,76620,96320,117770,135610,159800,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2141,Mechanical Engineers,detailed,1040,14.6,0.93,0.45,58.25,121150,3.4,34.73,42.54,57.29,73.92,87.62,72240,88490,119160,153740,182260,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2199,"Engineers, All Other",detailed,1550,13.6,1.384,1.5,56.19,116870,1.6,35.32,46.35,57.2,68.33,77.2,73460,96410,118970,142120,160580,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3011,Architectural and Civil Drafters,detailed,1630,12.8,1.456,2.16,33.07,68780,2.4,23.04,27.28,32.83,38.11,45.11,47920,56730,68290,79260,93830,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3012,Electrical and Electronics Drafters,detailed,160,37.2,0.147,0.8,32.72,68070,3.5,22.31,26.59,29.89,37.95,47.68,46410,55310,62170,78930,99160,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3013,Mechanical Drafters,detailed,170,26.1,0.148,0.36,36.13,75140,6.2,20.14,24.76,35.31,46.02,56.18,41880,51500,73440,95730,116850,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3019,"Drafters, All Other",detailed,**,**,**,**,32.41,67410,4.5,25.48,27.29,30.3,36.34,44.21,53000,56760,63020,75590,91950,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3022,Civil Engineering Technicians,detailed,590,12,0.53,1.06,29.19,60720,2.8,21.82,26.34,29.22,31.92,37.18,45380,54780,60770,66400,77340,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3023,Electrical and Electronics Engineering Technicians,detailed,1300,26.1,1.163,1.29,33.47,69620,4.2,19.38,25.35,32.78,40.53,48.64,40310,52730,68190,84300,101170,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3024,Electro-Mechanical Technicians,detailed,130,32.3,0.119,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3025,Environmental Engineering Technicians,detailed,140,34.5,0.123,1,36.9,76760,10.5,19.31,26.15,32.17,52.79,59.73,40170,54400,66910,109810,124250,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3026,Industrial Engineering Technicians,detailed,70,26.3,0.059,0.13,33.81,70320,6.3,19.81,24.43,32.52,42.57,49.65,41200,50810,67640,88550,103270,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3027,Mechanical Engineering Technicians,detailed,200,28.7,0.177,0.58,30.6,63650,6.5,17.41,22.02,31.05,38.51,45.62,36210,45800,64590,80100,94900,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,490,23.1,0.436,0.81,36.13,75150,3.9,23.75,29.87,36.02,43.12,49.56,49400,62140,74930,89680,103070,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3031,Surveying and Mapping Technicians,detailed,130,17.7,0.118,0.32,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-0000,"Life, Physical, and Social Science Occupations",major,19210,4.1,17.209,2.14,46.57,96870,5.7,21.53,28.29,42.59,59.14,76.14,44780,58840,88590,123010,158370,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1012,Food Scientists and Technologists,detailed,**,**,**,**,40.68,84610,9.6,20.67,27.14,37.19,50.4,68.55,43000,56450,77360,104840,142590,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1021,Biochemists and Biophysicists,detailed,1030,23.9,0.925,4.81,51.63,107390,5.4,24.85,35.31,50.14,61.26,82,51680,73430,104290,127420,170570,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1022,Microbiologists,detailed,550,20.8,0.492,3.21,54.34,113020,15,23.76,32.69,52.84,71.78,85.92,49430,67990,109900,149310,178700,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1023,Zoologists and Wildlife Biologists,detailed,**,**,**,**,45.19,93990,5.2,19.48,34.46,52.16,57.97,61.58,40520,71680,108500,120580,128080,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1029,"Biological Scientists, All Other",detailed,1560,13.9,1.397,5.3,46.82,97400,3.7,28.73,39.52,47.23,56.17,62.5,59770,82210,98230,116830,129990,,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1031,Conservation Scientists,detailed,**,**,**,**,45.95,95570,4.3,25.64,33.82,45.33,57.27,72.21,53330,70340,94280,119130,150200,,
