PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3021,Computer and Information Systems Managers,detailed,9860,16.8,6.204,2.47,75.03,156060,2.9,48.25,57.32,70.44,86.11,#,100360,119230,146500,179100,#,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3031,Financial Managers,detailed,8070,2.7,5.079,1.31,67.85,141120,2,37.04,47.26,61.64,80.03,#,77040,98300,128210,166470,#,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3051,Industrial Production Managers,detailed,1580,5.9,0.992,0.83,62.26,129500,4.9,33.91,44.76,58.79,74.5,93.7,70520,93100,122280,154970,194890,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3061,Purchasing Managers,detailed,1510,6,0.949,1.86,65.81,136870,2.6,37.97,51.29,63.01,77.07,95.73,78980,106680,131050,160300,199110,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3071,"Transportation, Storage, and Distribution Managers",detailed,1450,4.1,0.914,1.13,56.81,118160,2.5,32.4,42.08,55.8,68.96,80.83,67400,87530,116070,143430,168120,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3111,Compensation and Benefits Managers,detailed,290,13.2,0.185,1.7,64.82,134830,2.2,41.84,52.83,62.84,76.73,92,87030,109890,130710,159610,191370,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3121,Human Resources Managers,detailed,2260,5.6,1.421,1.54,60.38,125580,1.6,35.57,44.28,56.29,71.52,90.34,73980,92090,117080,148770,187910,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-3131,Training and Development Managers,detailed,490,10,0.309,1.32,60.6,126050,6.2,36.41,43.91,54.55,71.31,88.35,75730,91330,113460,148320,183780,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9021,Construction Managers,detailed,4200,6.7,2.641,1.49,47.03,97830,1.6,29.48,37.29,46.2,56.03,64.41,61330,77560,96100,116550,133970,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,500,14.2,0.314,0.91,24.05,50030,3,16.17,18.58,23.78,28.78,31.85,33620,38640,49470,59860,66250,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9032,"Education Administrators, Elementary and Secondary School",detailed,1790,3.2,1.125,0.65,*,114370,1.2,*,*,*,*,*,84220,106750,117470,128150,144480,True,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9033,"Education Administrators, Postsecondary",detailed,1130,3.1,0.712,0.72,52.68,109580,9.5,30.69,36.47,44.95,58.98,83.22,63830,75870,93490,122670,173090,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9039,"Education Administrators, All Other",detailed,510,15.5,0.318,1.31,36.08,75050,7.3,17.96,23.02,32.26,48.05,59.8,37360,47890,67110,99940,124390,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9041,Architectural and Engineering Managers,detailed,2970,3.9,1.869,1.47,74.84,155670,2.5,49.5,60.69,73.34,88.52,#,102960,126240,152550,184120,#,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9051,Food Service Managers,detailed,870,13.1,0.55,0.38,30.43,63300,2.5,19.56,23.23,28.74,36.07,44.56,40690,48310,59780,75030,92680,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9071,Gaming Managers,detailed,80,31.5,0.053,1.73,39.46,82080,8.6,22.2,26.57,34.34,46.1,58.91,46180,55270,71430,95880,122530,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9081,Lodging Managers,detailed,350,10.2,0.218,0.86,27.96,58150,5.2,16.6,18.62,25.45,30.3,44.75,34530,38740,52930,63020,93090,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9111,Medical and Health Services Managers,detailed,2770,6.8,1.746,0.74,65.1,135420,3.4,31.53,44.98,57.3,76.08,#,65570,93550,119180,158250,#,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9121,Natural Sciences Managers,detailed,1110,12.4,0.697,1.79,72.75,151310,3.3,44.26,51.82,64.25,90.24,#,92070,107780,133630,187700,#,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9131,Postmasters and Mail Superintendents,detailed,50,0,0.03,0.29,39.8,82780,2.2,31.48,33.9,38.93,44.03,50.43,65470,70510,80960,91580,104900,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9141,"Property, Real Estate, and Community Association Managers",detailed,1500,11.7,0.943,0.73,42.21,87800,4.2,20.51,27.81,35.49,53.73,67.6,42650,57840,73810,111760,140620,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9151,Social and Community Service Managers,detailed,1610,17,1.012,1.13,32.62,67860,5.4,14.26,24.54,31.63,41.03,48.53,29650,51050,65780,85340,100940,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9161,Emergency Management Directors,detailed,60,9.4,0.04,0.58,48.96,101840,4.6,30.85,37.03,46.53,58.49,72.41,64160,77030,96770,121660,150610,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9199,"Managers, All Other",detailed,6020,3.6,3.788,1.32,61.97,128900,3.2,33.67,43.43,56.16,73.66,96.33,70040,90340,116810,153210,200370,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,126780,1.6,79.807,1.54,39.22,81570,2.9,20.69,26.93,36.18,48.39,62.36,43030,56020,75250,100660,129710,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,80,43.2,0.052,0.63,28.42,59100,8.5,18.55,21.56,26.45,32.07,43.32,38580,44840,55010,66710,90110,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,2540,10.6,1.599,2.05,31.04,64570,5.2,18.52,21.55,28.22,40.19,48.04,38520,44820,58690,83600,99920,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,8140,4.9,5.121,2.42,36.28,75470,2.6,21.2,27.49,35.29,45.15,53.86,44100,57170,73400,93910,112030,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3390,9.4,2.133,1.09,35.47,73780,2.2,21.52,26.59,35.52,43.11,49.2,44760,55300,73890,89670,102330,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1032,"Insurance Appraisers, Auto Damage",detailed,120,20.2,0.075,0.7,33.06,68770,3.3,22.83,27.33,33.41,38.27,43.97,47480,56840,69500,79600,91450,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1041,Compliance Officers,detailed,4600,25.1,2.894,1.48,45.25,94120,9.6,24.08,31.57,42.27,58.43,71.91,50080,65660,87910,121530,149580,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1051,Cost Estimators,detailed,3320,12.2,2.089,1.37,37.65,78310,2.5,23.1,28.27,36.28,46.68,56.39,48040,58790,75460,97100,117290,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1071,Human Resources Specialists,detailed,9120,4.5,5.74,1.54,34.89,72570,2.4,20.39,25.2,32.17,42.23,55,42410,52410,66920,87830,114410,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1075,Labor Relations Specialists,detailed,1170,10.2,0.736,1.3,36.25,75400,7.7,21.34,25.95,35.33,42.99,53.45,44390,53970,73480,89410,111170,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1111,Management Analysts,detailed,12830,11.5,8.075,1.78,53.13,110500,3.2,28.78,38.32,51.06,64.66,80.09,59870,79700,106210,134490,166600,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1131,Fundraisers,detailed,1270,7.2,0.797,1.62,28.85,60000,3.1,18.87,22.33,27.82,34.83,39.78,39250,46440,57860,72440,82750,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1250,7.5,0.784,1.39,37.98,79000,3,23.06,27.98,35.65,46.46,58.85,47960,58200,74140,96640,122410,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1151,Training and Development Specialists,detailed,3680,8.1,2.315,1.21,34.58,71920,3.5,18.94,25.32,33.76,43.61,51.88,39390,52660,70210,90720,107920,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1161,Market Research Analysts and Marketing Specialists,detailed,12780,9.9,8.044,2.02,40.57,84390,5.4,20.24,26.24,36.48,53.02,69.87,42100,54570,75870,110280,145330,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1199,"Business Operations Specialists, All Other",detailed,21340,2.5,13.435,1.97,38.13,79310,2,21.5,27.2,35.65,46.64,59.25,44720,56580,74160,97010,123250,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2011,Accountants and Auditors,detailed,17260,3.7,10.863,1.22,36.11,75110,2.6,21.64,26.18,32.95,42.22,55.91,45000,54450,68540,87820,116290,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2021,Appraisers and Assessors of Real Estate,detailed,370,25,0.232,0.54,36.36,75630,8.7,11.82,28.05,36.7,47.48,56.42,24590,58350,76330,98770,117350,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2031,Budget Analysts,detailed,830,12.7,0.521,1.34,37.02,77000,4.1,24.66,28.53,35.42,46.02,56.55,51280,59330,73680,95720,117620,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2041,Credit Analysts,detailed,590,21.7,0.37,0.71,39.89,82960,2.7,22.32,29.16,38.64,47.94,63.03,46430,60640,80360,99710,131100,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2051,Financial Analysts,detailed,3720,9.6,2.341,1.17,43.46,90390,4.1,23.37,32.46,41.84,52.94,67.14,48620,67510,87020,110120,139640,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2052,Personal Financial Advisors,detailed,2540,12.2,1.6,1.11,51.94,108030,5.2,20.75,27.53,37.77,69.26,99.48,43160,57260,78570,144060,206920,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2053,Insurance Underwriters,detailed,1450,20,0.912,1.4,39.72,82630,2.4,24.93,29.64,36.99,48.32,59.67,51860,61650,76940,100510,124120,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2061,Financial Examiners,detailed,250,6.3,0.154,0.44,47.82,99460,5.2,28.36,32.12,43.53,62.18,75.86,58990,66820,90540,129340,157780,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2071,Credit Counselors,detailed,260,21.4,0.164,0.68,24.17,50280,3.2,19.59,20.8,22.8,24.94,29.85,40750,43270,47410,51880,62080,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2072,Loan Officers,detailed,3470,8.8,2.186,1,36.56,76040,5.9,10.01,18.49,31.38,45.66,67.27,20830,38460,65270,94980,139920,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,380,0.8,0.24,0.58,32.86,68350,1.7,21.26,24.53,29.89,40.15,50.65,44230,51020,62180,83510,105340,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2082,Tax Preparers,detailed,710,42.5,0.446,0.89,19.36,40260,7.2,12.14,13.69,16.54,21.59,33.91,25240,28480,34400,44910,70520,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2099,"Financial Specialists, All Other",detailed,2590,5.9,1.631,1.86,38.37,79800,3.8,21.91,27.72,36.9,47.4,58.2,45560,57650,76740,98600,121060,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-0000,Computer and Mathematical Occupations,major,121370,5.1,76.403,2.58,53.26,110790,5.8,27.51,38.78,52.79,66.47,78.71,57210,80650,109790,138250,163710,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1121,Computer Systems Analysts,detailed,13590,8,8.553,2.11,47.65,99120,1.2,30.26,38.49,46.26,57.28,68.72,62940,80050,96220,119150,142940,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1122,Information Security Analysts,detailed,1310,9,0.823,1.19,48.96,101840,1.7,30.35,39.29,50.99,59.1,65.56,63130,81710,106070,122920,136370,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1131,Computer Programmers,detailed,9160,21.8,5.766,2.98,57.69,120000,7.1,34.98,47.76,59.22,70.34,77.73,72760,99340,123180,146300,161670,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1132,"Software Developers, Applications",detailed,45500,12.5,28.644,5.07,63.5,132080,4.1,40.42,51.31,61.65,75.06,89.84,84060,106720,128240,156130,186880,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1133,"Software Developers, Systems Software",detailed,12170,7.9,7.658,2.62,56.25,117000,1.8,36.19,45.31,56.04,67.53,77.81,75270,94240,116570,140470,161850,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1134,Web Developers,detailed,3910,14.6,2.459,2.67,45.99,95660,6.8,25.24,32.83,43.72,57.6,72.08,52490,68280,90940,119810,149930,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1141,Database Administrators,detailed,1650,10.7,1.041,1.29,47.03,97820,1.6,26.71,36.41,48.76,58.39,64.79,55560,75720,101410,121440,134750,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1142,Network and Computer Systems Administrators,detailed,6410,6.6,4.032,1.5,45.82,95310,1.6,27.95,35.46,44.73,54.43,65.15,58140,73760,93030,113210,135510,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1143,Computer Network Architects,detailed,4150,20.7,2.61,2.33,52.63,109460,4.4,33.45,38.05,52.41,64.77,76.38,69580,79150,109010,134730,158860,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1151,Computer User Support Specialists,detailed,10400,8.9,6.544,1.52,28.55,59390,2.6,17.56,21.27,26.03,32.9,45.35,36530,44250,54140,68440,94330,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1152,Computer Network Support Specialists,detailed,2740,13.6,1.726,1.28,37.04,77040,3.3,24.37,28,34.49,43.55,56.02,50690,58240,71740,90590,116520,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1199,"Computer Occupations, All Other",detailed,5990,8.2,3.77,2.03,43.41,90290,2.9,20.91,28.55,40.51,57.29,72.2,43490,59370,84260,119160,150180,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2011,Actuaries,detailed,240,3.2,0.15,1.06,56.13,116750,4.8,33.3,42.09,54.12,67.86,86.71,69260,87550,112570,141140,180350,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2031,Operations Research Analysts,detailed,2310,4.4,1.455,1.87,44.19,91920,1.6,28.79,34.98,43.33,51.15,60.88,59890,72760,90130,106390,126640,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2041,Statisticians,detailed,760,11.9,0.479,2.01,44.71,93000,2,28.35,34.91,43.58,50.73,61.23,58960,72620,90650,105520,127360,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-0000,Architecture and Engineering Occupations,major,51860,2,32.647,1.83,46.28,96250,2.1,26.96,34.19,44.93,57.45,69.94,56080,71110,93460,119500,145470,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1011,"Architects, Except Landscape and Naval",detailed,2750,8.9,1.733,2.44,37.26,77490,3.1,22.86,27.57,35.21,45.34,55.86,47540,57340,73250,94310,116180,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1012,Landscape Architects,detailed,650,42.2,0.412,2.98,37.32,77630,12.4,22.36,28.84,36.22,45.63,55.29,46510,59990,75340,94900,115000,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1021,Cartographers and Photogrammetrists,detailed,190,11.9,0.121,1.41,39.44,82040,3.6,26.31,32.23,39.43,47.39,54.37,54730,67050,82010,98580,113100,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1022,Surveyors,detailed,410,33.8,0.256,0.83,38.01,79060,5.7,18.33,31.85,41.21,46.68,50.21,38130,66250,85710,97100,104450,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2031,Biomedical Engineers,detailed,270,38.4,0.169,1.15,46.98,97720,11.1,23.49,32.03,42.01,66.29,78.78,48860,66620,87370,137870,163860,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2041,Chemical Engineers,detailed,120,39,0.072,0.32,41.88,87120,7.7,22.28,31,39.99,53.01,64.55,46340,64480,83180,110260,134270,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2051,Civil Engineers,detailed,5770,6.7,3.631,1.77,42.91,89260,1.5,28.98,33.73,41.73,50.91,60.29,60280,70160,86810,105890,125410,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2061,Computer Hardware Engineers,detailed,1340,37.6,0.841,1.62,54.19,112720,11.9,25.51,33.21,54.81,70.45,84.19,53060,69080,113990,146540,175110,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2071,Electrical Engineers,detailed,3980,8.5,2.504,1.91,53.01,110260,2.6,33.02,40.95,51.81,63.61,76.28,68690,85180,107770,132320,158650,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2072,"Electronics Engineers, Except Computer",detailed,2950,5.2,1.855,1.97,56.3,117110,1.6,37.06,46.06,55.87,64.59,77.5,77080,95810,116200,134340,161200,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2081,Environmental Engineers,detailed,750,14.6,0.471,1.26,48.59,101070,2,31.05,39.31,49.81,57.72,64.79,64590,81760,103590,120060,134760,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,150,15.7,0.095,0.52,44.98,93550,3.3,31.37,36.22,43.66,52.02,63.71,65250,75330,90800,108200,132520,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2112,Industrial Engineers,detailed,6120,2.4,3.855,2.11,51.53,107190,1.4,33.7,41.26,51.01,61.78,73.59,70090,85810,106090,128500,153060,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2121,Marine Engineers and Naval Architects,detailed,420,36.9,0.266,4.59,43.37,90200,4.2,31.79,35.44,42.35,48.98,59.96,66120,73710,88080,101880,124720,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2141,Mechanical Engineers,detailed,4810,6.6,3.026,1.49,46.47,96650,2,27.66,34.04,44.47,56.55,68.45,57520,70800,92500,117630,142380,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,60,32.1,0.04,0.82,49.7,103370,4.7,29.46,35.11,45.08,67.43,77.7,61280,73030,93760,140250,161620,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2161,Nuclear Engineers,detailed,**,**,**,**,54.43,113220,2.6,38.48,46.73,55.02,61.54,72.89,80040,97210,114430,128000,151620,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-2199,"Engineers, All Other",detailed,2270,14.6,1.431,1.63,45.23,94070,2.3,26.49,30.31,43.24,58.58,71.09,55100,63040,89940,121840,147860,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3011,Architectural and Civil Drafters,detailed,1230,17.4,0.772,1.12,27.98,58200,4.6,17.16,20.74,26.88,33.38,39.58,35690,43150,55900,69440,82320,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3012,Electrical and Electronics Drafters,detailed,750,6.8,0.474,2.49,41.74,86820,4.1,26.17,33.27,42.82,50.08,58.35,54430,69190,89060,104160,121370,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3013,Mechanical Drafters,detailed,1640,4.2,1.033,2.28,*,*,*,*,*,*,*,*,*,*,*,*,*,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3019,"Drafters, All Other",detailed,300,37.1,0.189,1.7,30.72,63890,4.1,19.28,26.85,32.45,36.28,38.58,40090,55850,67500,75470,80250,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3022,Civil Engineering Technicians,detailed,690,15.9,0.435,0.85,32.14,66840,2.3,24.13,26.87,30.68,37.8,44.66,50180,55900,63820,78630,92890,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3023,Electrical and Electronics Engineering Technicians,detailed,1050,11.7,0.66,0.69,33.1,68850,2.4,20.76,26.44,31.83,38.56,47.46,43170,55000,66210,80210,98710,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3025,Environmental Engineering Technicians,detailed,210,20.9,0.13,1.11,31.11,64710,5.5,17.17,23.65,31.54,39.12,45.46,35720,49190,65600,81370,94560,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3027,Mechanical Engineering Technicians,detailed,460,7.8,0.292,0.9,30.81,64090,3.7,17.72,24.76,31.26,37.23,44.03,36850,51500,65010,77430,91580,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,510,18.1,0.32,0.6,34.03,70790,3.9,19.8,24.74,33.55,43.53,48.68,41190,51470,69790,90550,101260,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3031,Surveying and Mapping Technicians,detailed,630,17.4,0.395,1.03,26.7,55530,3,16.64,21.11,26.99,32.01,37.29,34600,43910,56140,66580,77560,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-0000,"Life, Physical, and Social Science Occupations",major,17380,2.7,10.941,1.33,36.4,75710,3,19.39,24.17,32.5,44.31,57.86,40320,50280,67600,92170,120350,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1012,Food Scientists and Technologists,detailed,70,29.2,0.043,0.42,37.42,77830,5.7,24.94,31.38,35.61,44.92,54.76,51870,65270,74070,93440,113900,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1013,Soil and Plant Scientists,detailed,**,**,**,**,36.16,75200,2.4,22.22,26.33,33.29,43.5,49.25,46210,54770,69240,90480,102440,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1021,Biochemists and Biophysicists,detailed,230,17.6,0.144,0.69,38.65,80390,14,20.07,24.68,30.65,50.99,59.97,41740,51330,63760,106060,124730,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1022,Microbiologists,detailed,170,4.8,0.109,0.71,34.49,71750,6.4,20.07,24.29,32.84,41.37,54.17,41750,50530,68300,86050,112670,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1023,Zoologists and Wildlife Biologists,detailed,760,7.8,0.478,3.79,38.26,79590,6.9,21.38,26.34,34.78,47.46,65.62,44470,54780,72340,98710,136500,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1029,"Biological Scientists, All Other",detailed,660,10.3,0.414,1.66,37.74,78490,5,21.55,26.88,36.51,46.23,58.18,44820,55920,75940,96160,121020,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1031,Conservation Scientists,detailed,90,4.7,0.054,0.37,36.76,76450,6.1,21.18,24.59,33.91,45.15,58.13,44050,51140,70540,93910,120920,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1032,Foresters,detailed,70,4.9,0.046,0.76,33.78,70250,4.5,23.3,26.48,29.6,35.96,46.35,48450,55080,61570,74800,96410,,
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-1041,Epidemiologists,detailed,170,2.5,0.108,2.65,47.27,98310,5.3,26.32,30.51,38.42,51.84,86.66,54750,63450,79900,107820,180250,,
