AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-3011,Bailiffs,detailed,120,2,0.059,0.45,NA,34.89,72570,3.7,27.8,31.35,34.79,38.88,43.24,57820,65200,72370,80870,89930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-3012,Correctional Officers and Jailers,detailed,2430,8.5,1.244,0.43,NA,31.99,66540,2.8,24.28,28.46,31.59,36.73,39.48,50490,59190,65710,76390,82130,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-3021,Detectives and Criminal Investigators,detailed,730,5.7,0.373,0.49,NA,55.6,115650,3.7,39.6,45.39,53.14,68.06,75.51,82380,94410,110540,141570,157050,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-3041,Parking Enforcement Workers,detailed,170,6.9,0.089,1.63,NA,31.03,64540,5.8,21.25,26.78,31.66,37.17,40.34,44190,55700,65850,77310,83910,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,4680,2.5,2.393,0.51,NA,41.7,86740,2.2,29.96,35.48,42.95,48.52,52.08,62320,73790,89330,100920,108320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9011,Animal Control Workers,detailed,**,**,**,**,NA,28.72,59740,4.4,21.56,24.26,28.56,32.84,37.8,44850,50460,59410,68320,78610,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9021,Private Detectives and Investigators,detailed,**,**,**,**,NA,32.06,66690,3.4,21.03,22.95,26.04,44.69,49.53,43740,47730,54170,92960,103010,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,190,21,0.098,1.63,NA,18.98,39470,8.2,13.94,14.77,16.8,22.4,28.8,28990,30730,34940,46580,59900,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,12170,10.2,6.225,0.82,NA,19.56,40680,1.8,14.94,16.47,18.45,21.62,25.6,31080,34260,38370,44970,53250,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,1050,24.6,0.537,0.88,NA,20.75,43160,6.1,14.18,15.18,17.47,27.72,31.22,29500,31570,36330,57660,64930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,1110,7.7,0.569,0.7,NA,16.63,34590,2.7,13.79,14.48,15.93,18.54,20.14,28690,30120,33140,38560,41880,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9093,Transportation Security Screeners,detailed,950,0,0.486,1.44,NA,25.15,52310,3.7,22.63,22.64,25.24,25.88,28.67,47070,47090,52500,53840,59620,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,2840,40.7,1.454,1.4,NA,22.87,47560,5,14.97,17.15,20.31,25.13,34.77,31130,35670,42250,52270,72320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,144820,2.5,74.044,0.91,NA,18.2,37860,1.2,13.52,14.48,16.5,19.59,25.6,28120,30120,34310,40740,53250,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,1130,15.9,0.58,0.79,NA,32.59,67790,5,20.97,24.01,29.93,37.36,46.17,43620,49950,62260,77720,96030,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,11640,6.2,5.949,0.93,NA,23.46,48790,2.6,15.62,17.7,22.28,28.61,32.54,32490,36810,46350,59500,67670,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,6630,31.1,3.388,0.87,NA,15.96,33190,3.5,13.51,13.52,16.17,18.03,19.14,28110,28120,33630,37510,39810,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,4320,8.5,2.208,0.79,NA,20.2,42010,1.5,15.9,17.33,19.68,23.08,25.35,33080,36050,40930,48010,52730,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,13740,4.4,7.027,0.88,NA,17.85,37120,1.4,14.56,15.98,17.7,19.39,22.03,30280,33240,36820,40330,45820,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,1200,24.5,0.616,0.69,NA,18.83,39170,3.8,14.9,16.5,18.68,21.52,23.86,30990,34310,38850,44760,49630,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,8740,17.1,4.468,0.78,NA,16.95,35260,1.9,13.57,14.36,15.8,18.96,22.79,28230,29870,32870,39450,47410,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,8070,13,4.127,1.18,NA,20.47,42570,4.7,13.89,14.77,17.83,23.91,30.17,28890,30710,37080,49730,62760,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,48770,7.3,24.934,1.01,NA,16.04,33370,1.1,13.52,14.16,15.29,17.67,19.49,28120,29460,31810,36750,40540,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,23210,5,11.867,0.85,NA,20.75,43160,3.3,13.52,14.58,17.63,26.2,31.67,28120,30330,36670,54500,65880,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,3030,9.4,1.547,0.85,NA,16.08,33450,2.7,13.52,13.9,15.14,17.66,19.78,28110,28900,31500,36740,41130,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,4380,14.6,2.238,0.83,NA,17.24,35860,4.1,13.51,13.52,14.97,20.29,23.97,28110,28120,31140,42200,49860,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,5740,12.2,2.934,1.03,NA,15.86,32990,1.5,13.51,13.62,15.4,17.86,19.3,28110,28330,32040,37140,40140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,4090,10.9,2.092,0.92,NA,17.26,35910,5.1,13.52,13.96,15.03,18.57,24.51,28120,29040,31260,38630,50990,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,110,19.3,0.054,0.11,NA,14.57,30310,4.6,13.51,13.51,13.52,14.35,17.95,28100,28110,28120,29850,37330,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,44500,4.1,22.752,0.77,NA,20.46,42560,3.6,14.17,15.58,18.3,22.62,29.96,29480,32400,38060,47050,62310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,1430,13.4,0.731,0.72,NA,24.77,51530,2.3,16.3,19.81,23.78,29.4,35.41,33900,41200,49470,61150,73650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,970,20.9,0.497,0.67,NA,27.3,56780,8.4,17.06,18.81,27.22,34.62,39.95,35480,39120,56620,72020,83090,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,21980,8.6,11.237,0.79,NA,21.21,44110,5.8,14.16,15.64,18.57,23.28,30.96,29460,32530,38610,48420,64390,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,9010,15,4.605,0.81,NA,16.36,34020,1.5,13.72,14.37,15.51,17.97,19.7,28540,29900,32270,37370,40970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,710,12.2,0.361,0.63,NA,28.92,60150,9.2,16.9,18.9,31.58,37.11,40.09,35150,39310,65690,77190,83380,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,9830,6.3,5.027,0.8,NA,20.08,41760,1.4,15.43,16.96,19.01,22.6,26.62,32090,35280,39540,47000,55370,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,**,**,**,**,NA,19.05,39620,3.2,16.42,17.17,18.42,19.66,23.78,34150,35710,38310,40900,49470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,**,**,**,**,NA,33,68650,8.2,23.3,28.13,34.35,38.51,41.65,48470,58510,71440,80110,86640,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,**,**,**,**,NA,30.39,63220,3.3,18.62,27.3,32.6,35.12,39.03,38720,56780,67810,73060,81180,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,38870,3.6,19.872,1.03,NA,21,43670,2.5,13.6,14.82,17.97,24.31,32.9,28280,30820,37370,50560,68440,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,370,19.5,0.187,1.36,NA,25.63,53300,3.6,14.78,19.72,27.03,30.83,33.33,30740,41010,56210,64130,69320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,2020,9.2,1.033,0.82,NA,26.97,56100,2.5,17.23,20.62,25.56,31.76,39.81,35840,42890,53150,66050,82800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,**,**,**,**,NA,22.86,47550,6.8,14.08,14.93,22.15,28.26,33.12,29290,31050,46080,58790,68880,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,2260,19.3,1.154,0.83,NA,16.67,34680,2.7,13.52,14.1,15.35,17.87,20.55,28120,29320,31920,37160,42730,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,1950,23.8,0.995,2.06,NA,20.03,41660,7.4,13.51,13.6,15.61,20.31,35.45,28110,28280,32460,42240,73740,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3012,Gambling and Sports Book Writers and Runners,detailed,140,13.9,0.069,1.28,NA,15.71,32670,3.4,13.52,14.06,15.14,17.14,19.12,28120,29240,31480,35650,39780,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,**,**,**,**,NA,17.12,35620,4.7,13.51,13.62,14.77,17.65,25,28110,28330,30730,36720,51990,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,1470,4.8,0.753,1.1,NA,16.36,34030,3.7,13.52,14.15,16.3,18.5,19.86,28110,29440,33900,38480,41310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,3860,18.6,1.972,1.11,NA,16.1,33490,2.4,13.76,14.26,15.09,17.4,19.49,28620,29660,31380,36200,40540,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,50,20.3,0.027,0.65,NA,23.7,49290,4.6,16.15,20.17,22.99,25.84,31.54,33590,41950,47810,53740,65610,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,90,25,0.048,0.58,NA,16.24,33790,2.8,13.51,13.82,16.13,18.11,19.31,28110,28740,33560,37670,40160,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,**,**,**,**,NA,24.7,51370,4.4,13.51,18.38,23.62,31.71,37.81,28090,38220,49120,65960,78640,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,160,37.2,0.08,0.34,NA,15.29,31800,4,13.51,13.52,14.03,16.06,19.15,28100,28110,29190,33400,39830,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,50,8.2,0.027,0.15,NA,29.38,61100,10.2,18.59,24.79,30.39,35.55,38.52,38670,51570,63210,73950,80120,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,**,**,**,**,NA,35.04,72890,4.3,18.88,28.34,36.23,43.37,49.14,39260,58960,75360,90210,102200,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,5700,7.4,2.914,1.34,NA,22.82,47470,4.6,13.52,15.76,20.11,28.29,35.8,28120,32790,41820,58850,74460,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,2540,21.7,1.3,2.48,NA,16.49,34300,4.7,13.83,14.36,15.23,18.54,20.88,28770,29860,31690,38560,43420,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,1360,35.3,0.696,2.08,NA,27.42,57040,6.5,18.7,21.57,25.29,34.39,39.2,38900,44870,52600,71520,81540,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,380,23.4,0.194,0.95,NA,17.01,35390,1.8,13.84,15.51,17.12,18.61,19.51,28780,32270,35610,38700,40580,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,820,21.7,0.42,1.59,NA,19.23,39990,1.8,16.08,17.07,18.67,20.84,24.4,33450,35500,38840,43350,50750,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,490,17.8,0.253,0.93,NA,23.87,49640,4.2,14.18,15.22,20.38,29.85,37.93,29490,31670,42400,62080,78890,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,2660,21.5,1.36,0.38,NA,16.88,35120,1.8,13.79,14.95,16.94,18.67,19.77,28680,31090,35240,38840,41130,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,5570,10.9,2.845,1.6,NA,28.6,59500,7.8,14.78,18.56,26.1,33.13,50.38,30740,38610,54280,68900,104790,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,3500,8.5,1.789,0.76,NA,18.79,39080,3.3,13.86,14.84,17.11,19.88,26.03,28840,30870,35590,41350,54150,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,860,20.4,0.441,0.6,NA,19.9,41380,2.2,16.11,17.31,19.29,22.57,25.11,33520,36010,40120,46950,52220,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,1690,7.2,0.862,1.98,NA,16.29,33880,5.8,13.51,13.51,13.52,17.79,23.58,28090,28110,28120,37010,49040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,175150,2.2,89.552,0.95,NA,27.15,56470,1.7,13.98,15.57,20.02,31.68,49.54,29080,32370,41640,65900,103040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,11900,6.4,6.087,0.8,NA,25.88,53820,2.1,16.71,19.09,23.58,29.76,37.58,34750,39710,49040,61900,78170,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,4000,11.9,2.047,1.19,NA,47.95,99740,2.9,27.81,34.13,42.45,57.55,77.08,57840,70980,88300,119700,160320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,29330,9.8,14.995,0.63,NA,16.5,34320,1.1,13.53,14.18,15.25,17.98,21.68,28150,29490,31720,37410,45090,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,320,35.6,0.162,1.61,NA,19.71,41000,13.2,13.51,13.56,15.34,22.32,33.76,28110,28200,31900,46430,70220,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,8370,8.9,4.278,1.62,NA,20.06,41730,2.5,14.8,16.47,18.9,23.24,28.57,30790,34260,39300,48330,59430,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,2080,11.9,1.064,0.58,NA,19.75,41090,2.4,13.98,15.43,18.4,22.81,29.06,29070,32100,38270,47440,60450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,51040,5.5,26.094,0.99,NA,18.51,38500,2.3,13.52,14.44,16.44,19.38,24.19,28120,30020,34200,40310,50300,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,2920,8.2,1.491,1.88,NA,34.66,72090,3.7,16.82,19.88,29.55,42.18,60.8,34980,41350,61460,87730,126470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,6710,8.5,3.43,1.16,NA,36.62,76170,5.1,19.11,23.23,31.02,41.7,62.4,39750,48310,64510,86740,129800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,4290,12.2,2.195,0.69,NA,39.53,82230,6.8,17.76,21.89,29.14,46.98,74.11,36950,45530,60610,97720,154150,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,800,15.8,0.408,1.03,NA,30.99,64450,4.7,20.47,23.54,29.3,37.11,46.82,42580,48970,60940,77190,97390,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,12430,8.4,6.355,0.9,NA,36.39,75690,2.7,17.06,22.59,30.94,46.14,64.56,35480,46990,64350,95980,134290,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,7350,10.1,3.758,1.81,NA,53.25,110750,4.2,25.4,33.96,45.08,68.15,92.04,52840,70640,93760,141740,191440,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,22460,9.3,11.483,1.25,NA,39.67,82510,2.5,19.61,26.07,34.96,47.5,67.49,40790,54220,72710,98790,140380,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9011,Demonstrators and Product Promoters,detailed,1550,28.3,0.794,1.58,NA,17.56,36520,3.5,13.91,14.97,17.15,19.67,22.81,28930,31140,35660,40910,47440,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9021,Real Estate Brokers,detailed,570,16,0.293,0.91,NA,39.23,81600,10.7,25.5,28.1,34.29,48.63,54.18,53030,58440,71320,101160,112700,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,5610,11.4,2.87,2.37,NA,34.15,71030,6.2,17.37,20.44,29.23,41.12,62.88,36130,42510,60800,85530,130790,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,650,22.1,0.335,0.73,NA,50.42,104880,7.1,31.14,37.5,47.41,63.12,79.13,64780,78000,98620,131280,164590,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,1380,21.4,0.708,0.84,NA,21.37,44440,5.4,14.25,15.82,18.69,26.54,33.77,29640,32910,38870,55200,70240,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,230,46.2,0.119,1.99,NA,16.72,34780,6.6,14,14.78,16.15,18.57,20.13,29120,30750,33590,38630,41870,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,1100,20.7,0.56,0.51,NA,21.71,45160,4.5,14.12,15.04,18.19,24.96,38.21,29370,31280,37830,51910,79480,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,218260,3.1,111.598,0.84,NA,24.21,50350,0.6,15.46,17.98,22.5,28.77,35.32,32150,37400,46800,59840,73470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,16320,6.8,8.342,0.81,NA,37.04,77030,1.4,22.15,27.09,33.84,43.39,57.32,46080,56360,70390,90240,119220,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,410,11.4,0.209,0.49,NA,18.52,38530,1.8,15.03,16.41,18.22,20.27,23.44,31260,34130,37900,42160,48750,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-2021,Telephone Operators,detailed,**,**,**,**,NA,18.08,37620,4.1,15.99,16.77,18.08,19.39,20.73,33250,34880,37600,40320,43130,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,1900,12.7,0.971,0.61,NA,23.7,49300,6.2,14.05,15.32,20.08,28.12,39.31,29230,31860,41770,58500,81770,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,6500,10.1,3.325,1.04,NA,23.88,49680,1.5,17.22,20.21,23.52,27.86,31.32,35810,42040,48930,57950,65140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,17090,5.5,8.738,0.84,NA,24.43,50810,1.1,16.12,19.88,23.66,28.66,33.17,33540,41360,49210,59620,68990,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3041,Gambling Cage Workers,detailed,370,24.2,0.19,2.5,NA,15.69,32640,2.6,13.64,14.25,15.26,17.15,18.92,28370,29630,31750,35670,39340,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,1830,7.2,0.936,0.97,NA,27.52,57250,1.3,19.41,23.06,27.43,31.37,36.78,40380,47970,57060,65250,76500,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,**,**,**,**,NA,22.91,47660,1.8,15.96,19.64,22.83,26.29,29.65,33200,40850,47490,54680,61680,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,3790,6.4,1.94,0.64,NA,18.43,38320,1.7,14.71,16.11,17.89,19.72,23.57,30610,33510,37220,41010,49020,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,43-3099,"Financial Clerks, All Other",detailed,200,27.9,0.103,0.47,NA,25.19,52400,11.1,13.52,16.31,22.22,27.58,33.84,28110,33930,46210,57360,70380,,
