AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-4041,Subway and Streetcar Operators,detailed,120,1.5,0.063,0.86,NA,NA,36.69,76320,0.7,31.07,37.8,37.8,37.8,37.8,64620,78620,78620,78620,78620,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-5011,Sailors and Marine Oilers,detailed,1340,8.3,0.699,3.7,NA,NA,29.41,61170,2.3,22.64,23.82,28.6,31.97,38.24,47100,49540,59480,66490,79540,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,980,14.2,0.509,2.14,NA,NA,47.35,98480,5.8,24.31,38.65,46.84,55.48,66.49,50560,80390,97440,115390,138290,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-5022,Motorboat Operators,detailed,40,33.4,0.018,0.94,NA,NA,28.65,59600,7.1,18.66,23.87,24.66,34.24,38.74,38810,49650,51290,71220,80570,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-5031,Ship Engineers,detailed,550,11.8,0.286,5.27,NA,NA,47.92,99670,4.2,30.32,39.43,49.97,60.7,63.99,63070,82020,103940,126250,133110,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6011,Bridge and Lock Tenders,detailed,60,17.1,0.029,1,NA,NA,32.48,67560,0.3,20.57,30.55,30.71,38.63,38.63,42790,63550,63870,80350,80350,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6021,Parking Attendants,detailed,1540,13.6,0.802,1.24,NA,NA,17.03,35420,1.6,14.35,14.59,17.45,18.02,18.44,29850,30350,36300,37490,38360,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6031,Automotive and Watercraft Service Attendants,detailed,1620,6.2,0.846,1.07,NA,NA,18.06,37570,1.1,14.68,16.82,17.22,18.44,22.46,30520,34980,35830,38360,46730,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6051,Transportation Inspectors,detailed,200,4.3,0.103,0.58,NA,NA,53.81,111930,2.8,30.04,42.17,57.34,63.85,71.28,62480,87710,119270,132810,148260,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6061,Passenger Attendants,detailed,250,10.3,0.13,0.86,NA,NA,18.06,37570,0.2,14.91,14.91,18.37,18.37,23.36,31010,31010,38210,38220,48590,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-6099,"Transportation Workers, All Other",detailed,190,35.5,0.101,1.03,NA,NA,25.63,53300,10,14.66,18.41,20.45,30.01,48.99,30490,38280,42540,62420,101890,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7011,Conveyor Operators and Tenders,detailed,260,14.4,0.137,0.68,NA,NA,19.67,40910,0.5,18.65,18.66,18.66,18.68,23.78,38800,38810,38810,38860,49450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7021,Crane and Tower Operators,detailed,450,17.1,0.236,0.77,NA,NA,43.2,89850,3.7,30.46,33.76,44.99,48.52,49.96,63350,70230,93580,100930,103910,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7041,Hoist and Winch Operators,detailed,100,23.2,0.051,2.74,NA,NA,31.16,64820,4.6,23.17,27.44,30.85,37.48,37.48,48190,57070,64180,77960,77960,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7051,Industrial Truck and Tractor Operators,detailed,8060,4,4.204,0.78,NA,NA,22.65,47110,0.6,17.68,18.41,20.95,26.59,29.24,36780,38280,43570,55300,60830,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7061,Cleaners of Vehicles and Equipment,detailed,3700,5,1.932,0.77,NA,NA,17.83,37080,1.2,14.38,15.5,17.34,18.44,22.77,29900,32230,36060,38360,47370,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,34140,3.9,17.805,0.92,NA,NA,19.53,40610,0.9,14.63,16.42,18.27,21.67,24.09,30430,34150,38010,45080,50100,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7063,Machine Feeders and Offbearers,detailed,270,17.7,0.142,0.33,NA,NA,19.57,40700,1.9,17.13,17.68,18.66,20.41,23.63,35630,36780,38810,42460,49140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7064,"Packers and Packagers, Hand",detailed,4830,5.9,2.519,0.61,NA,NA,18.03,37500,1,14.57,14.92,18.05,18.44,22.83,30300,31030,37550,38360,47480,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7065,Stockers and Order Fillers,detailed,28660,5.5,14.948,0.86,NA,NA,19.53,40620,0.6,14.77,17.45,18.38,22.51,23.36,30730,36300,38220,46820,48590,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7081,Refuse and Recyclable Material Collectors,detailed,1690,8.9,0.88,0.98,NA,NA,29.21,60750,3.3,18.61,21.53,29.3,36.86,37.4,38710,44790,60940,76670,77790,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,53-7199,"Material Moving Workers, All Other",detailed,50,18.7,0.024,0.15,NA,NA,27.69,57600,17.7,18.83,18.83,26.29,29.34,37.45,39160,39160,54690,61030,77900,,
