AREA,AREA_NAME,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1917560,0,1000,1,NA,NA,36.62,76170,0.5,16.58,18.59,28.96,47.35,70.77,34480,38660,60230,98500,147200,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,109770,1.6,57.245,0.91,NA,NA,73.64,153170,1.1,37.2,48.29,64.01,89.51,#,77370,100440,133130,186170,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,1900,6.9,0.992,0.7,NA,NA,150.69,313440,2.4,79.52,#,#,#,#,165400,#,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,27930,5.7,14.566,0.69,NA,NA,70.61,146860,2.6,32.87,45.13,61.26,87.08,#,68370,93870,127420,181130,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,350,12.5,0.18,0.57,NA,NA,*,132460,9.4,*,*,*,*,*,38240,56870,97260,#,#,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,210,19,0.108,0.67,NA,NA,73.87,153660,6.1,47.79,60.98,64.01,78.23,#,99410,126830,133140,162720,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,5520,5.1,2.878,1.46,NA,NA,81.22,168930,1.6,48.08,58.67,78.43,#,#,100010,122040,163130,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,6670,12.8,3.479,1.08,NA,NA,80.98,168450,2,45.6,61.13,78.06,#,#,94840,127150,162360,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,900,6.9,0.471,1.11,NA,NA,73.98,153880,2.7,45.59,53.7,63.47,83.91,#,94820,111690,132020,174530,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,490,8,0.257,1.56,NA,NA,67.32,140030,1.8,45.74,47.91,60.58,78.33,99.49,95140,99640,126000,162930,206950,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,1340,5.7,0.697,0.44,NA,NA,68.58,142650,1.4,45.48,49.38,62.86,77.83,97.99,94600,102720,130750,161880,203810,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,1290,4.6,0.673,0.94,NA,NA,57.59,119780,1.4,35.91,45.48,57.57,69.58,78.33,74700,94600,119750,144720,162930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,11220,6.5,5.852,1.7,NA,NA,89.04,185210,1.5,61.11,73.25,80.07,#,#,127100,152350,166540,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,7930,4.3,4.135,0.86,NA,NA,83.91,174530,1.5,47.93,61.24,78.22,#,#,99690,127380,162710,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,**,**,**,**,NA,NA,63.67,132440,0.8,47.51,47.71,60.76,72.54,80.76,98810,99240,126380,150890,167980,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,1460,6.9,0.761,1.55,NA,NA,73.52,152920,1.5,48.24,61.13,69.38,80.34,#,100340,127150,144300,167110,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,1930,4,1.009,0.98,NA,NA,57.33,119240,1.7,33.9,43.87,53.64,69.82,80.51,70520,91250,111570,145230,167450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,210,10.7,0.109,1,NA,NA,77.51,161210,2.6,48.25,61.01,76.75,91.78,#,100350,126890,159640,190890,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,2700,5.3,1.41,1.19,NA,NA,76.84,159830,1.3,47.8,60.98,72.93,85.93,#,99430,126830,151690,178740,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,430,7.9,0.225,0.89,NA,NA,69.2,143940,2.1,40.38,49.61,61.38,78.75,99.71,84000,103190,127680,163800,207390,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,7150,5.3,3.73,1.85,NA,NA,56.15,116800,2.2,31.77,45.6,50.22,63.24,78.33,66080,94840,104460,131540,162930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,840,9.9,0.441,1.1,NA,NA,28.35,58970,3,22.41,22.66,28.78,29.41,37.86,46610,47130,59850,61170,78760,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,2870,1.3,1.498,0.77,NA,NA,*,138990,0.4,*,*,*,*,*,99270,126300,133410,162700,167450,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,1440,5.6,0.752,0.68,NA,NA,68.74,142980,1.5,35.93,45.51,57.49,77.17,#,74730,94660,119580,160510,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,630,26.2,0.331,0.93,NA,NA,41.81,86960,7.9,18.55,23.42,37.02,49.09,77.54,38580,48700,77000,102100,161270,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,3360,3.9,1.75,1.32,NA,NA,81.56,169630,0.9,61.41,65.78,78.48,92.98,#,127740,136820,163240,193390,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,1460,16.9,0.764,0.51,NA,NA,43.2,89860,5.7,23.29,28.98,46.82,47.47,66.92,48450,60280,97380,98730,139190,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,50,15.8,0.026,1.01,NA,NA,46.57,96870,2.4,33.14,37.57,38.52,51.89,62.46,68930,78150,80120,107930,129930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,170,17,0.088,0.7,NA,NA,50.67,105390,3.7,30.04,34.17,49.19,62.38,76.59,62470,71070,102320,129750,159310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,400,12,0.211,0.83,NA,NA,39.74,82670,4.5,23.81,28.99,37.23,47.35,51.93,49520,60300,77430,98490,108010,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,3250,4.6,1.696,0.55,NA,NA,70.97,147610,2.1,36.94,47.91,61.84,80.04,#,76820,99650,128620,166490,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,1410,9.4,0.734,1.38,NA,NA,90.48,188200,4.3,57.89,63.08,79.05,#,#,120400,131210,164420,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,50,0,0.027,0.3,NA,NA,41.89,87140,0,34.76,36.71,38.59,45.96,52.58,72300,76350,80260,95590,109370,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,1670,12.1,0.868,0.52,NA,NA,52.66,109540,4.3,28.8,37.09,47.35,62.38,84.05,59900,77150,98490,129750,174820,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,1750,44.8,0.913,0.82,NA,NA,45.09,93800,5.4,28.42,34.24,41.39,50.73,62.41,59110,71220,86090,105520,129800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,70,12.5,0.037,0.5,NA,NA,59.22,123170,0.8,37.15,47.03,57,69.7,82.93,77270,97830,118570,144980,172490,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9179,"Personal Service Managers, All Other",detailed,30,21.5,0.017,0.32,NA,NA,35.07,72940,10.3,22.54,23.5,29.14,47.35,54.56,46870,48880,60610,98490,113480,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,7960,3.1,4.151,1.17,NA,NA,73.52,152930,1.3,39.08,49.68,63.57,88.85,#,81290,103330,132220,184800,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,169820,1.6,88.562,1.38,NA,NA,46.83,97410,0.7,23.94,30.48,40.29,59.64,74.53,49790,63390,83810,124040,155030,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,180,14.9,0.093,1.05,NA,NA,50.97,106020,10.1,18.49,29.85,37.53,57.33,#,38470,62080,78070,119250,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,10670,4.6,5.567,1.79,NA,NA,39.44,82040,0.9,23.89,29.33,37.17,47.61,58.95,49700,61000,77310,99030,122620,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3020,6,1.574,0.8,NA,NA,39.06,81250,1.4,24.41,29.98,37.63,47.48,53.05,50780,62350,78270,98750,110340,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,190,19.7,0.098,1.21,NA,NA,36.73,76390,6.3,29.14,30.1,37.13,47.35,48,60610,62610,77230,98490,99850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,4680,4.5,2.441,1.03,NA,NA,40.05,83300,1.2,23.93,30.12,37.66,48.83,60.64,49780,62650,78330,101560,126130,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,3520,6.7,1.837,1.24,NA,NA,40.51,84260,3.3,23.61,29.36,38.03,48.53,62.02,49110,61070,79110,100940,129010,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,14270,2.7,7.441,1.42,NA,NA,43.12,89680,1.1,23.1,29.45,38.43,51.29,63.36,48040,61250,79930,106680,131800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,1540,5.6,0.803,1.77,NA,NA,43.95,91420,4.6,23.61,30.13,45.54,50.02,61.94,49100,62670,94720,104040,128840,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,3310,2.5,1.726,1.28,NA,NA,45.55,94740,0.8,29.49,38.35,46.94,50.01,62.56,61340,79770,97640,104030,130120,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,14160,6.6,7.384,1.4,NA,NA,60.25,125330,3.4,32.46,46.75,61.3,75.83,82.27,67510,97230,127500,157730,171120,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,17310,5,9.025,1.65,NA,NA,58.49,121670,1.9,30.61,39.07,53.45,74.47,94.11,63660,81260,111180,154890,195760,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,1990,8.1,1.036,1.49,NA,NA,37.59,78190,2.9,18.74,23.41,30.15,42.49,73.63,38980,48690,62710,88370,153150,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,1960,6.2,1.024,1.76,NA,NA,33.9,70510,1.4,20.6,27.49,30.6,38.97,48.53,42840,57190,63650,81060,100940,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,1330,6.3,0.695,1.12,NA,NA,46.64,97020,1.8,29.36,37.14,42.65,58.51,65.85,61070,77250,88700,121700,136970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,4280,8.6,2.232,0.94,NA,NA,40.84,84950,2.6,23.14,29.82,38.03,48.96,62.56,48120,62030,79110,101830,130120,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,18730,4.2,9.769,1.89,NA,NA,47.84,99510,1.6,22.79,29.31,43.37,62.56,77.34,47410,60970,90220,130120,160860,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,27160,11.7,14.164,1.94,NA,NA,42.72,88850,1.8,23.42,29.87,38.15,49.5,62.91,48710,62130,79350,102950,130850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,21600,2.6,11.266,1.2,NA,NA,44.02,91560,0.8,29.36,33.28,38.95,49.25,62.16,61070,69210,81020,102440,129300,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,480,39.1,0.252,0.61,NA,NA,48.28,100420,8,29.82,36.87,46.41,58.95,83.84,62030,76690,96540,122620,174380,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,430,2.9,0.227,0.67,NA,NA,43.64,90770,0.7,31.89,37.65,43.96,49.25,54.99,66330,78300,91430,102440,114380,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,980,9,0.511,1.05,NA,NA,43.32,90100,7.5,24.13,29.49,37.4,50.01,63.83,50200,61340,77790,104020,132770,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2051,Financial and Investment Analysts,detailed,4750,5.1,2.479,1.2,NA,NA,54.72,113830,1.4,30.51,38.62,50.01,74.47,74.47,63470,80330,104030,154890,154890,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,3340,7.2,1.74,0.93,NA,NA,71.1,147880,4.9,29.42,36.76,56.42,#,#,61200,76450,117350,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,920,22.5,0.48,0.63,NA,NA,47.84,99520,2.6,29.36,37.18,41.44,60.76,77.54,61070,77330,86200,126380,161290,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2054,Financial Risk Specialists,detailed,310,18.3,0.16,0.42,NA,NA,49.94,103870,3.3,30.52,38.57,47.91,59.64,73.8,63480,80230,99640,124040,153500,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,220,12.1,0.114,0.26,NA,NA,53.81,111930,3.8,30.68,38.43,49.67,63.83,79.96,63810,79930,103310,132760,166320,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,170,33.8,0.09,0.4,NA,NA,26.61,55360,3.5,19.14,23.4,25.83,28.99,32.89,39820,48680,53720,60290,68420,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,4770,4.8,2.488,1.03,NA,NA,41.44,86200,6.1,15.91,22.99,30.45,49.75,79.34,33080,47820,63340,103480,165020,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,1160,10.1,0.605,1.02,NA,NA,28.74,59780,4.6,18.25,22.66,27.68,36.18,43.77,37950,47130,57580,75250,91040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,13-2099,"Financial Specialists, All Other",detailed,**,**,**,**,NA,NA,39.68,82530,2.1,23.09,27.53,34.92,47.67,61.73,48030,57270,72630,99150,128400,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,160660,2.1,83.785,2.54,NA,NA,62.45,129890,0.9,29.93,47.14,62.7,73.53,90.98,62250,98040,130410,152940,189240,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,11130,9.7,5.802,1.62,NA,NA,56.28,117070,1.5,37.9,47.52,52.45,63.07,79.06,78830,98850,109090,131180,164450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,3280,9.8,1.711,1.53,NA,NA,61.32,127550,3.1,37.53,47.43,61.72,77.38,80.73,78050,98650,128370,160960,167920,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,2030,6.4,1.059,4.84,NA,NA,68.3,142070,2.5,26.41,63.21,73.53,73.53,92.89,54930,131470,152940,152940,193210,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,2350,6.9,1.224,0.98,NA,NA,45.25,94120,2.1,26.16,30.26,38.57,57.24,72.14,54400,62940,80230,119050,150060,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,12670,7.4,6.606,1.42,NA,NA,31.52,65560,2.2,21.12,23.37,29.56,37.13,47.36,43920,48600,61480,77240,98510,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,2660,7.4,1.385,1.16,NA,NA,65.43,136100,1.5,38.95,49.67,63.35,80.04,81.49,81010,103310,131770,166480,169510,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,1610,5.9,0.84,1.38,NA,NA,57.35,119280,3,30.11,45.83,57.84,72.96,83.21,62620,95320,120300,151760,173080,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1243,Database Architects,detailed,1520,25.1,0.795,2.22,NA,NA,75.25,156530,2.5,49.96,63.63,80.04,80.04,90.19,103910,132360,166480,166480,187600,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,5480,9.9,2.858,1.27,NA,NA,48.53,100940,1.6,32.15,38.2,47.64,59.88,63.11,66870,79450,99090,124550,131280,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,3460,4.3,1.804,1.67,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,73860,2.1,38.519,3.98,NA,NA,71.26,148220,0.8,47.66,62,73.06,78.77,92.13,99140,128960,151960,163850,191630,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,9110,9.1,4.751,3.52,NA,NA,51.33,106760,4.1,23.43,37.59,49.02,62.33,75.53,48740,78190,101950,129640,157110,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,2190,14,1.143,1.9,NA,NA,52.22,108610,2.8,29.89,37.37,48.63,62.24,78.71,62160,77730,101150,129460,163730,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,13910,5.7,7.252,12.4,NA,NA,69.58,144720,1.8,36.69,56.27,72.14,90.98,90.98,76310,117040,150040,189240,189240,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,10150,23.2,5.294,2.01,NA,NA,47.98,99800,5.5,18.54,28.19,47.91,61.76,78.33,38550,58640,99640,128470,162930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,160,19.3,0.083,0.51,NA,NA,57.25,119080,3.8,38.56,47.31,49.49,66.74,81.13,80200,98400,102930,138820,168750,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,1260,6.6,0.657,0.94,NA,NA,51.8,107730,1.7,32.7,38.57,49.08,60.41,77.49,68010,80220,102090,125640,161170,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,1230,39.1,0.643,2.89,NA,NA,48.98,101880,5.8,37.18,38.17,47.43,59.88,68.53,77340,79400,98650,124550,142550,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2120,10.9,1.107,1.47,NA,NA,65.34,135900,3.6,39.26,49.22,62.29,79.06,96.59,81650,102380,129560,164440,200900,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2099,"Mathematical Science Occupations, All Other",detailed,**,**,**,**,NA,NA,35.31,73450,6.5,22.91,23.55,30.06,45.56,49.15,47660,48990,62520,94770,102230,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,47710,1.5,24.88,1.44,NA,NA,52.05,108260,0.6,29.67,37.74,48.35,62.32,79.66,61710,78500,100580,129620,165690,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-1011,"Architects, Except Landscape and Naval",detailed,3490,6.4,1.821,2.55,NA,NA,44.54,92640,2.7,29.58,36.8,45.64,48.79,62.55,61520,76540,94930,101470,130100,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-1012,Landscape Architects,detailed,360,26.6,0.19,1.53,NA,NA,38.13,79310,5.6,23.19,30.29,37.97,43.59,48.5,48240,63000,78980,90660,100870,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-1021,Cartographers and Photogrammetrists,detailed,280,9.5,0.147,1.64,NA,NA,44.58,92720,1.6,32.63,37.99,42.61,49.02,57.32,67860,79010,88640,101970,119220,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-1022,Surveyors,detailed,310,15.3,0.162,0.49,NA,NA,44.56,92680,2.9,33.29,37.44,45.48,48.83,60.24,69250,77880,94600,101570,125310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2011,Aerospace Engineers,detailed,3890,10.5,2.03,5.05,NA,NA,64.92,135040,1.9,47.07,49.4,63.17,80.84,80.84,97900,102750,131400,168140,168140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2031,Bioengineers and Biomedical Engineers,detailed,650,32.2,0.336,2.76,NA,NA,53.62,111520,3.6,37.53,38.15,47.91,61.24,78.33,78060,79350,99640,127370,162930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2041,Chemical Engineers,detailed,110,42.4,0.059,0.34,NA,NA,56.01,116490,4.6,33.58,42.88,54.78,70.01,75.43,69850,89180,113940,145610,156900,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,7300,7.7,3.808,1.76,NA,NA,48.43,100730,1.5,34.1,37.72,47.02,58.2,62.32,70930,78450,97800,121050,129620,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,1680,4.7,0.876,1.67,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,5630,4.7,2.937,2.22,NA,NA,59.69,124150,1.2,37.89,47.86,60.77,72.73,80.37,78800,99540,126400,151270,167160,,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,17-2072,"Electronics Engineers, Except Computer",detailed,2070,11.7,1.078,1.42,NA,NA,60.14,125100,0.8,37.98,48.35,61.24,73.52,80.37,78990,100580,127370,152910,167160,,
